X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,X_92,X_93,X_94,X_95,Date,ID
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007231232445919221,0.05661379724957768,0.10316968980116287,0.20148056587405,0.5391912449117002,0.5770727387130902,0.662291191287863,0.625302991265191,0.8526679876241282,0.37810664520644616,0.7381141529800364,0.7299105367092632,0.6907441171758376,0.9579640207029498,1.0890232166827858,0.2839641185287421,0.20233861264738126,1.2063668420129536,1.4259914776524576,1.1956272063342224,1.0585423848610362,0.703887308194664,0.8809471595594618,0.22068240673679515,0.12055706352525254,0.09051821490174508,0.07420475408931018,0.07891390522733485,0.05688786413930837,0.02523446882842684,0.0012813600142796665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013072667174867837,4.561057732935836e-05,0.008129999865153644,0.02371084304181091,0.04713619325402311,0.05856259995400746,0.045801339939736445,0.022639272590634096,0.02599764895439144,0.028557970598411957,0.014598432500259278,0.015777186528141467,0.058115922513100604,0.017099576673009646,0.058090896202133945,0.16444342273814466,1.3654344191801442,0.5325274441456548,0.11415544997454187,0.3754023918669251,0.31114799087779016,0.8600442038583572,0.7790071268061157,0.33607334434901137,0.1523577959451285,0.21069259173593038,0.0681357637417512,0.032116432228644666,0.0017709831497321534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-02,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004741225961095029,0.013906959876683493,0.04394108332842242,0.028743336463551483,0.06051048693322171,0.5060524370962974,0.17773931753395955,0.18764157569380774,0.5907314078118241,0.5280759841793344,0.783267728190919,0.5664556627345271,0.7205328595648871,0.14997829992460032,0.039674730451982464,0.08688855461033852,0.1589452646159171,0.26496325908784885,0.20014870997384457,0.18200801931201827,0.3580887692938911,0.31970518644524065,0.4506118556890982,0.45423553080240897,0.29177631750318744,0.023583749096658453,0.0016075555544429131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-03,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017000248595566267,0.012021223508866388,0.029821136671463917,0.07307386674265802,0.12004963127919815,0.1571523253849507,0.18722731881795712,0.14531839437556165,0.09002589163795648,0.430010195751235,0.6450742018731871,0.3768955902450386,0.41446575932675417,0.34462138328479647,0.31190780726957906,0.25605870430227473,0.20572069873385954,0.2492644315702584,0.2662262111257501,0.20465059046493417,0.15442461596677423,0.12755015145986176,0.1560382617857397,0.1623363894393443,0.1707927952216797,0.12759432899774006,0.09604953717111167,0.054564771211412164,0.035443758755397306,0.01859881203531138,7.662667009565334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-04,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-05,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00092433334085674,0.006931920244189835,0.0005372661616250613,0.0076320504792811,0.07272427960721478,0.1210905999976886,0.2023807602606879,0.15972776758201743,0.48601705692927283,0.6588643583375381,0.16365906083371604,0.12471497574378701,0.14736359407026298,0.2965318639985658,1.6297172833645406,1.5800927431457013,0.7390482618390325,0.3337029075329302,0.3471732100060896,0.24820272369321586,0.22984829131058862,0.09161799359081256,0.04282126856622155,0.06470000481238364,0.0369759489760954,0.05255588736038512,0.10356488719837871,0.04053802653216853,0.014691680416486785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-06,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004649219974941654,0.05260573913808066,0.13496073774939535,0.20273570313424083,0.11284669067135754,0.14677511421362965,0.17448734924961382,0.18408886295381305,0.26013448619306456,0.32218581023656956,0.41686683377132155,0.5652851179183228,0.427710484516925,0.39139797736273874,0.39885060416182366,0.6027910215717167,0.576789973613955,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-07,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029931748213688007,0.03899020453537807,0.07306637413624142,0.04204301942534649,0.05929786906464784,0.17765861630143784,0.2514971219309598,0.18829443316170996,0.2702998267930553,0.7594526200802013,0.9477152554250755,1.0798319640256329,0.40210401703465487,0.3208389293605308,0.22676257483267717,0.17403402832031248,0.2069439719361166,0.31841434717412426,0.4024564293392579,0.27184144166491203,0.18116322692991785,0.16812579987709458,0.2511629538942082,0.22296556014292349,0.23631374682283948,0.2593557280301499,0.18478082133238338,0.1128447481951668,0.06799741415573304,0.03484433345513438,0.01050702398183506,9.465778191883332e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-08,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00470926441855074,0.02324334127768137,0.027396204679905407,0.022883521205358432,0.044955921866186216,0.09132395115518935,0.08876414178608315,0.13274030041391127,0.09212357468733869,0.0959254639440943,0.10015008316385829,0.07662804022993029,0.049277759737338396,0.060210052145600886,0.21627035438463368,0.30210647283915926,0.22662151913510986,0.05801562392393566,0.14329277572794022,0.1154029558464694,0.16972209301920368,0.033892752736113016,0.007975007637067719,0.02576014214374829,0.14464473720838336,0.007016067278764347,0.004319901971123313,0.004069935480753533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-09,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04799400519240379,0.11088243141725937,0.19692801832503426,0.665289686963802,0.848553118226472,1.1112308762321996,1.252116166440563,1.5023962289892585,1.6358772797615297,1.6754200651888809,1.6275913776312934,1.7247501195102575,1.6265891485372412,1.760651517897415,1.7727401554361981,1.3259431008490203,0.7843778065788882,0.7236292137201629,0.32286991773817275,0.427518860974112,0.369853252345052,1.013690039410335,0.780956435977991,0.5308805616428148,0.2617425004121627,0.4563279567610349,0.19752270319558532,0.10669077548556855,0.06228291559855138,0.025051213825835403,0.0019812965655058414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-10,1
